Date,Open,High,Low,Close,Volume
2025-03-03,398.82,398.82,386.16,388.49,22923499.0
2025-02-28,392.66,397.63,386.57,396.99,32826500.0
2025-02-27,401.27,405.74,392.17,392.53,21065800.0
2025-02-26,398.01,403.6,394.25,399.73,19587900.0
2025-02-25,401.1,401.92,396.7,397.9,29318100.0
2025-02-24,408.51,409.37,399.32,404.0,26404000.0
2025-02-21,417.34,418.05,407.89,408.21,27448200.0
2025-02-20,415.29,419.31,412.54,416.13,23461700.0
2025-02-19,407.88,415.49,407.65,414.77,24052500.0
2025-02-18,408.195,410.597,406.55,409.64,20526137.0
2025-02-14,407.79,408.91,405.88,408.43,22758464.0
2025-02-13,407.032,411.0,406.36,410.54,22907230.0
2025-02-12,407.88,410.75,404.3673,409.04,16681433.0
2025-02-11,409.64,412.49,409.3,411.44,18122500.0
2025-02-10,413.685,415.4624,410.92,412.22,20762564.0
2025-02-07,416.48,418.65,408.1,409.75,22860700.0
2025-02-06,414.385,418.2,414.09,415.82,16223810.0
2025-02-05,412.35,413.83,410.4,413.29,16316700.0
2025-02-04,412.17,413.9199,409.76,412.37,20437058.0
2025-02-03,411.6,415.41,408.66,410.92,25580600.0
2025-01-31,418.98,420.69,414.91,415.06,34161900.0
2025-01-30,418.48,422.86,413.16,414.99,54218011.0
2025-01-29,446.69,446.88,440.4,442.33,22563100.0
2025-01-28,434.6,448.38,431.38,447.2,23471800.0
2025-01-27,424.21,435.19,423.5,434.56,35377647.0
2025-01-24,445.16,446.65,441.4,444.06,15542100.0
2025-01-23,442.0,446.74,441.5048,446.71,18361237.0
2025-01-22,437.56,447.27,436.0,446.2,27767100.0
2025-01-21,430.04,430.8999,425.595,428.5,24250565.0
2025-01-17,434.085,434.48,428.17,429.03,26197507.0
2025-01-16,428.7,429.49,424.39,424.58,15279900.0
2025-01-15,419.13,428.1422,418.265,426.31,19559678.0
2025-01-14,417.81,419.74,410.72,415.67,16845553.0
2025-01-13,415.24,418.5,412.29,417.19,17579900.0
2025-01-10,424.63,424.71,415.02,418.95,20186800.0
2025-01-08,423.46,426.97,421.54,424.56,15037300.0
2025-01-07,429.0,430.65,420.8,422.37,18122100.0
2025-01-06,428.0,434.32,425.48,427.85,20545900.0
2025-01-03,421.08,424.03,419.54,423.35,16640200.0
2025-01-02,425.53,426.07,414.85,418.58,16848300.0
2024-12-31,426.1,426.73,420.66,421.5,13246509.0
2024-12-30,426.06,427.55,421.9,424.83,13135200.0
2024-12-27,434.6,435.22,426.35,430.53,18095100.0
2024-12-26,439.08,440.92,436.63,438.11,8150331.0
2024-12-24,434.65,439.6,434.19,439.33,7164543.0
2024-12-23,436.74,437.65,432.83,435.25,19127000.0
2024-12-20,433.11,443.74,428.63,436.6,64235200.0
2024-12-19,441.62,443.18,436.32,437.03,22577700.0
2024-12-18,451.32,452.65,437.02,437.39,24358600.0
2024-12-17,451.01,455.29,449.57,454.46,22716300.0
2024-12-16,447.27,452.18,445.28,451.59,23586700.0
2024-12-13,448.44,451.43,445.58,447.27,20172200.0
2024-12-12,449.555,456.1648,449.13,449.56,20719891.0
2024-12-11,444.05,450.35,444.05,448.99,17183159.0
2024-12-10,444.39,449.62,441.6,443.33,18453100.0
2024-12-09,442.6,448.33,440.5,446.02,19126800.0
2024-12-06,442.3,446.1,441.77,443.57,18814400.0
2024-12-05,437.92,444.66,436.17,442.62,21667200.0
2024-12-04,433.03,439.67,432.63,437.42,25983200.0
2024-12-03,429.84,432.47,427.74,431.2,18281400.0
2024-12-02,421.57,433.0,421.31,430.98,20189300.0
2024-11-29,420.09,424.88,417.8,423.46,16271900.0
2024-11-27,425.105,427.2299,422.02,422.99,18332444.0
2024-11-26,419.59,429.04,418.85,427.99,23439600.0
2024-11-25,418.38,421.08,414.85,418.79,27651300.0
2024-11-22,411.37,417.4,411.06,417.0,24802100.0
2024-11-21,419.5,419.78,410.29,412.87,20745300.0
2024-11-20,416.87,417.29,410.58,415.49,19166200.0
2024-11-19,413.11,417.94,411.55,417.79,18111900.0
2024-11-18,414.87,418.4037,412.1,415.76,23983845.0
2024-11-15,419.82,422.8,413.64,415.0,28196600.0
2024-11-14,425.0,428.17,420.0,426.89,30213400.0
2024-11-13,421.64,429.33,418.21,425.2,21477900.0
2024-11-12,418.25,424.44,417.2,423.03,19382500.0
2024-11-11,422.52,424.81,416.0,418.01,24473800.0
2024-11-08,425.32,426.5,421.78,422.54,16875500.0
2024-11-07,421.12,426.85,419.88,425.43,19615445.0
2024-11-06,412.43,420.43,410.52,420.18,26429288.0
2024-11-05,408.33,414.9,408.08,411.46,17429735.0
2024-11-04,409.855,410.41,405.575,408.46,19284886.0
2024-11-01,409.01,415.5,407.5,410.37,24209400.0
2024-10-31,415.96,416.065,406.3,406.35,53473867.0
2024-10-30,437.435,438.5,432.1,432.53,29749149.0
2024-10-29,428.0,433.17,425.8,431.95,17581800.0
2024-10-28,431.655,431.94,426.34,426.59,14003953.0
2024-10-25,426.76,432.52,426.57,428.15,16888400.0
2024-10-24,425.33,425.98,422.4,424.73,13562400.0
2024-10-23,430.855,431.08,422.53,424.6,19654379.0
2024-10-22,419.0,430.57,418.0479,427.51,23863170.0
2024-10-21,416.12,418.96,413.8,418.78,13284766.0
2024-10-18,417.14,419.65,416.26,418.16,17138600.0
2024-10-17,422.36,422.5,415.59,416.72,14803400.0
2024-10-16,415.02,416.36,410.48,416.12,15062246.0
2024-10-15,422.18,422.48,415.26,418.74,18885000.0
2024-10-14,417.85,424.04,417.52,419.14,16417434.0
2024-10-11,416.135,417.13,413.25,416.32,14144944.0
2024-10-10,415.23,417.35,413.15,415.84,13807800.0
2024-10-09,415.86,420.38,414.3,417.46,14974257.0
2024-10-08,410.9,415.66,408.17,414.71,19115000.0
2024-10-07,416.0,417.11,409.0,409.54,19536309.0
2024-10-04,418.24,419.75,414.97,416.06,19169700.0
2024-10-03,417.86,419.5499,414.3,416.54,13460138.0
2024-10-02,422.59,422.77,416.71,417.13,16008500.0
2024-10-01,428.38,428.47,418.825,420.69,18823041.0
2024-09-30,428.21,430.42,425.37,430.3,16807300.0
2024-09-27,431.52,431.85,427.47,428.02,14888600.0
2024-09-26,435.09,435.3,429.13,431.31,14454500.0
2024-09-25,429.83,433.12,428.57,432.11,13335000.0
2024-09-24,433.0,433.35,426.1,429.17,16919500.0
2024-09-23,434.28,436.46,430.39,433.51,15115900.0
2024-09-20,437.22,439.24,434.22,435.27,55155300.0
2024-09-19,441.23,441.5,436.9,438.69,21674300.0
2024-09-18,435.0,436.03,430.41,430.81,18856600.0
2024-09-17,440.23,441.85,432.27,435.15,18858500.0
2024-09-16,430.6,433.53,428.22,431.34,13768200.0
2024-09-13,425.83,431.83,425.46,430.59,15861900.0
2024-09-12,423.31,427.37,419.75,427.0,17395700.0
2024-09-11,415.5,423.99,409.58,423.04,19233600.0
2024-09-10,408.2,416.33,407.7,414.2,19573000.0
2024-09-09,407.24,408.65,402.15,405.72,15275400.0
2024-09-06,409.06,410.65,400.8,401.7,19382200.0
2024-09-05,408.205,413.1,406.13,408.39,14089837.0
2024-09-04,405.63,411.24,404.37,408.9,14860891.0
2024-09-03,417.99,419.88,407.03,409.44,19788534.0
2024-08-30,415.6,417.49,412.13,417.14,24308324.0
2024-08-29,414.94,422.05,410.6,413.12,17030800.0
2024-08-28,414.88,415.0,407.31,410.6,14846300.0
2024-08-27,412.86,414.36,410.25,413.84,13473900.0
2024-08-26,416.37,417.28,411.34,413.49,13134700.0
2024-08-23,416.98,419.26,412.09,416.79,18473000.0
2024-08-22,424.36,426.79,414.61,415.55,19348500.0
2024-08-21,424.08,426.4,421.72,424.14,15744000.0
2024-08-20,421.7,425.86,421.64,424.8,16352000.0
2024-08-19,418.96,421.75,416.46,421.53,15210800.0
2024-08-16,420.6,421.34,417.3,418.47,22757000.0
2024-08-15,419.8,421.11,417.66,421.03,20721500.0
2024-08-14,414.8,417.72,412.45,416.86,18250400.0
2024-08-13,410.08,414.95,409.58,414.01,18533284.0
2024-08-12,407.06,408.76,404.24,406.81,16739400.0
2024-08-09,404.03,408.05,402.26,406.02,19018300.0
2024-08-08,402.44,405.86,399.94,402.69,18649900.0
2024-08-07,408.635,410.05,397.47,398.43,20244294.0
2024-08-06,400.235,405.67,398.505,399.61,24826640.0
2024-08-05,389.17,401.04,385.58,395.15,40652000.0
2024-08-02,412.49,415.0,404.34,408.49,29399700.0
2024-08-01,420.79,427.46,413.09,417.11,30229100.0
2024-07-31,420.5,421.78,412.21,418.35,42806400.0
2024-07-30,427.72,429.05,417.36,422.92,31694300.0
2024-07-29,431.58,432.15,424.7,426.73,15021300.0
2024-07-26,418.2,428.92,417.27,425.27,23566500.0
2024-07-25,428.8,429.8,417.51,418.4,29904800.0
2024-07-24,440.45,441.48,427.59,428.9,26761700.0
2024-07-23,443.9,448.39,443.1,444.85,13075000.0
2024-07-22,441.79,444.6,438.91,442.94,15784700.0
2024-07-19,433.1,441.14,432.0,437.11,20862400.0
2024-07-18,444.34,444.65,434.4,440.37,20724014.0
2024-07-17,442.43,444.85,439.18,443.52,21741478.0
2024-07-16,454.22,454.3,446.66,449.52,17038389.0
2024-07-15,453.42,457.26,451.43,453.96,13621481.0
2024-07-12,454.33,456.36,450.65,453.55,16311300.0
2024-07-11,462.73,464.78,451.55,454.7,22835138.0
2024-07-10,461.22,466.46,458.9,466.25,17757563.0
2024-07-09,467.0,467.33,458.0,459.54,17139768.0
2024-07-08,466.55,467.7,464.46,466.24,12764501.0
2024-07-05,459.61,468.35,458.97,467.56,15980200.0
2024-07-03,458.19,461.02,457.88,460.77,9932830.0
2024-07-02,453.1375,459.59,453.113,459.28,13896759.0
2024-07-01,448.61,457.37,445.66,456.73,17545940.0
2024-06-28,453.07,455.38,446.41,446.95,28333300.0
2024-06-27,452.15,456.16,451.77,452.85,14312876.0
2024-06-26,448.995,453.5885,448.19,452.16,15585437.0
2024-06-25,448.25,451.42,446.75,450.95,16413400.0
2024-06-24,449.8,452.75,446.41,447.67,15896100.0
2024-06-21,447.38,450.58,446.51,449.78,34187100.0
2024-06-20,446.3,446.53,441.27,445.7,19848600.0
2024-06-18,449.71,450.14,444.89,446.34,17112500.0
2024-06-17,442.59,450.94,440.72,448.37,20775700.0
2024-06-14,438.28,443.14,436.72,442.57,13493100.0
2024-06-13,440.85,443.39,439.37,441.58,15895700.0
2024-06-12,435.32,443.4,433.25,441.06,22221056.0
2024-06-11,425.78,432.82,425.25,432.68,14071292.0
2024-06-10,424.7,428.08,423.89,427.87,13982900.0
2024-06-07,426.2,426.28,423.0,423.85,13611100.0
2024-06-06,424.0,425.31,420.58,424.52,14791937.0
2024-06-05,417.81,424.08,416.3,424.01,16259550.0
2024-06-04,412.43,416.44,409.68,416.07,13573800.0
2024-06-03,415.53,416.43,408.92,413.52,17434200.0
2024-05-31,416.75,416.75,404.51,415.13,47965200.0
